Chrom	Start	End	Value
HSV1-Kos	147201	147300	0.81
HSV1-Kos	147301	147400	0.69
HSV1-Kos	147401	147500	0.85
HSV1-Kos	147501	147600	0.88
HSV1-Kos	147601	147700	0.83
HSV1-Kos	147701	147800	0.83
HSV1-Kos	147801	147900	0.83
HSV1-Kos	147901	148000	0.73
HSV1-Kos	148001	148100	0.75
HSV1-Kos	148101	148200	0.77
HSV1-Kos	148201	148300	0.82
HSV1-Kos	148301	148400	0.87
HSV1-Kos	148401	148500	0.87
HSV1-Kos	148501	148600	0.84
HSV1-Kos	148601	148700	0.82
HSV1-Kos	148701	148800	0.86
HSV1-Kos	148801	148900	0.8
HSV1-Kos	148901	149000	0.88
HSV1-Kos	149001	149100	0.85
HSV1-Kos	149101	149200	0.91
HSV1-Kos	149201	149300	0.87
HSV1-Kos	149301	149400	0.77
HSV1-Kos	149401	149500	0.84
HSV1-Kos	149501	149600	0.76
HSV1-Kos	149601	149700	0.83
HSV1-Kos	149701	149800	0.8
HSV1-Kos	149801	149900	0.77
HSV1-Kos	149901	150000	0.79
HSV1-Kos	150001	150100	0.83
HSV1-Kos	150101	150200	0.78
HSV1-Kos	150201	150300	0.81
HSV1-Kos	150301	150400	0.85
HSV1-Kos	150401	150500	0.82
HSV1-Kos	150501	150600	0.84
HSV1-Kos	150601	150700	0.72
HSV1-Kos	150701	150800	0.61
HSV1-Kos	150801	150900	0.88
HSV1-Kos	150901	151000	0.88
HSV1-Kos	151001	151100	0.87
HSV1-Kos	151101	151200	0.71
HSV1-Kos	151201	151300	0.82
HSV1-Kos	151301	151400	0.73
HSV1-Kos	151401	151500	0.56
HSV1-Kos	151501	151600	0.77
HSV1-Kos	151601	151700	0.87
HSV1-Kos	151701	151800	0.83
HSV1-Kos	151801	151900	0.8
HSV1-Kos	151901	151974	0.8
